x,y,th
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.2,1.8,-0.0
0.19984292036732051,1.8,-0.0
0.20082030474843734,1.8,-0.0
0.20050614548307835,1.8,-0.0
0.20066322511575785,1.8,-0.0
0.2026179938779915,1.8,-0.0
0.20457276264022517,1.8,-0.0
0.20652753140245883,1.8,-0.0
0.2084823001646925,1.8,-0.0
0.21043706892692615,1.8,-0.0
0.2123918376891598,1.8,-0.0
0.21532399083251028,1.8,-0.0
0.21727875959474394,1.8,-0.0
0.21767145867644266,1.8,-0.0
0.21767145867644266,1.8,-0.0
0.21962622743867632,1.8,-0.0
0.22028072590817419,1.8,-0.0
0.22041162560207375,1.8,-0.0
0.22080432468377248,1.8,-0.0
0.22275909344600614,1.8,-0.0
0.2230208928338053,1.8,-0.0
0.22288999313990573,1.8,-0.0
0.22275909344600617,1.8,-0.0
0.22288999313990573,1.8,-0.0
0.22275909344600617,1.8,-0.0
0.22471386220823983,1.8,-0.0
0.2266686309704735,1.8,-0.0
0.22960078411382395,1.8,-0.0
0.23155525515530698,1.7999658845810707,-0.017453292519943295
0.23181701466979132,1.7999613155517498,-0.017453292519943295
0.23207877418427567,1.7999567465224289,-0.017453292519943295
0.23403354294650933,1.7999567465224289,-0.0
0.235988311708743,1.7999567465224289,-0.0
0.23794308047097665,1.7999567465224289,-0.0
0.2398978492332103,1.7999567465224289,-0.0
0.24055234770270817,1.7999567465224289,-0.0
0.24002874892710988,1.7999567465224289,-0.0
0.2419832199685929,1.7999226311034995,-0.017453292519943295
0.24393769101007592,1.79988851568457,-0.017453292519943295
0.24686939757230048,1.799837342556176,-0.017453292519943295
0.2488238686137835,1.7998032271372466,-0.017453292519943295
0.2507783396552665,1.7997691117183172,-0.017453292519943295
0.2527328106967496,1.7997349962993878,-0.017453292519943295
0.25468728173823263,1.7997008808804584,-0.017453292519943295
0.2553417802077305,1.7997008808804584,-0.0
0.2549490811260318,1.7997008808804584,-0.0
0.2569038498882655,1.7997008808804584,-0.0
0.25983555645049,1.7996497077520643,-0.017453292519943295
0.26179002749197305,1.799615592333135,-0.017453292519943295
0.2637444985334561,1.7995814769142056,-0.017453292519943295
0.26569896957493916,1.7995473614952762,-0.017453292519943295
0.26582984933218134,1.7995450769806156,-0.017453292519943295
0.26517535086268346,1.7995450769806156,-0.0
0.2671301196249171,1.7995450769806156,-0.0
0.2671301196249171,1.7995450769806156,-0.0
0.2690848883871508,1.7995450769806156,-0.0
0.2690848883871508,1.7995450769806156,-0.017453292519943295
0.27103935942863383,1.7995109615616862,-0.017453292519943295
0.27051584039966514,1.799520099620328,-0.017453292519943295
0.2724703114411482,1.7994859842013986,-0.017453292519943295
0.27442478248263125,1.7994518687824692,-0.017453292519943295
0.2763792535241143,1.7994177533635398,-0.017453292519943295
0.2793114066674648,1.7994177533635398,-0.0
0.28126617542969845,1.7994177533635398,-0.0
0.2832209441919321,1.7994177533635398,-0.0
0.28517541523341516,1.7993836379446104,-0.017453292519943295
0.28530629499065735,1.7993813534299499,-0.017453292519943295
0.28556805450514167,1.799376784400629,-0.017453292519943295
0.2875225255466247,1.7993426689816996,-0.017453292519943295
0.2875225255466247,1.7993426689816996,-0.017453292519943295
0.28947699658810777,1.7993085535627702,-0.017453292519943295
0.28908435731638127,1.7993154071067516,-0.017453292519943295
0.2910388283578643,1.7992812916878222,-0.017453292519943295
0.29077706884338,1.7992858607171431,-0.017453292519943295
0.29273153988486306,1.7992517452982137,-0.017453292519943295
0.29286241964210524,1.7992494607835532,-0.017453292519943295
0.2948168906835883,1.7992153453646238,-0.017453292519943295
0.2977485972458128,1.7991641722362297,-0.017453292519943295
0.29970306828729587,1.7991300568173003,-0.017453292519943295
0.3016575393287789,1.799095941398371,-0.017453292519943295
0.303612010370262,1.7990618259794415,-0.017453292519943295
0.3047899281854415,1.7990412653474974,-0.017453292519943295
0.30674439922692454,1.799007149928568,-0.017453292519943295
0.3086988702684076,1.7989730345096386,-0.017453292519943295
0.30843711075392327,1.7989776035389595,-0.017453292519943295
0.3103915817954063,1.7989434881200301,-0.017453292519943295
0.3099989425236798,1.7989503416640116,-0.017453292519943295
0.3119534135651629,1.7989162262450822,-0.017453292519943295
0.3139078846066459,1.7988821108261528,-0.017453292519943295
0.31377700484940374,1.7988843953408133,-0.017453292519943295
0.31403876436388806,1.7988798263114925,-0.017453292519943295
