INFO:root:Program started
INFO:root:Robot set up!
ERROR:root:get_sensor error: Sensor not configured or not supported.
INFO:root:Odometry was started, PID: 2237:
INFO:root:Initial location: 0.0, 0.0, 0.0
INFO:root:The blob's size is: 16.91657257080078
INFO:root:Found the ball! Approaching...
INFO:root:The blob's size is: 16.18391227722168
INFO:root:The blob's size is: 16.626842498779297
WARNING:root:Lost the ball! Searching again...
INFO:root:The blob's size is: 16.29791259765625
INFO:root:Found the ball! Approaching...
INFO:root:The blob's size is: 16.287004470825195
WARNING:root:Lost the ball! Searching again...
INFO:root:The blob's size is: 16.152109146118164
INFO:root:Found the ball! Approaching...
INFO:root:The blob's size is: 16.393033981323242
INFO:root:The blob's size is: 17.208765029907227
INFO:root:The blob's size is: 16.820886611938477
INFO:root:The blob's size is: 16.69902992248535
INFO:root:The blob's size is: 17.262773513793945
INFO:root:The blob's size is: 16.615310668945312
WARNING:root:Lost the ball! Searching again...
INFO:root:The blob's size is: 16.663095474243164
INFO:root:Found the ball! Approaching...
INFO:root:The blob's size is: 16.592256546020508
INFO:root:The blob's size is: 16.262075424194336
INFO:root:The blob's size is: 16.601377487182617
INFO:root:The blob's size is: 16.736125946044922
INFO:root:The blob's size is: 16.536361694335938
INFO:root:The blob's size is: 17.227737426757812
INFO:root:The blob's size is: 16.756689071655273
INFO:root:The blob's size is: 16.98924446105957
INFO:root:The blob's size is: 17.286191940307617
INFO:root:The blob's size is: 16.995027542114258
INFO:root:The blob's size is: 17.741666793823242
INFO:root:The blob's size is: 18.20680046081543
INFO:root:The blob's size is: 18.19017219543457
INFO:root:The blob's size is: 18.522714614868164
INFO:root:The blob's size is: 18.505884170532227
INFO:root:The blob's size is: 19.17473602294922
INFO:root:The blob's size is: 19.53264045715332
INFO:root:The blob's size is: 19.726421356201172
INFO:root:The blob's size is: 19.692163467407227
INFO:root:The blob's size is: 20.156654357910156
INFO:root:The blob's size is: 20.515478134155273
INFO:root:The blob's size is: 20.545270919799805
INFO:root:The blob's size is: 20.876354217529297
INFO:root:The blob's size is: 21.847230911254883
INFO:root:The blob's size is: 21.423139572143555
INFO:root:The blob's size is: 22.515159606933594
INFO:root:The blob's size is: 22.518077850341797
INFO:root:The blob's size is: 22.2802791595459
INFO:root:The blob's size is: 23.15975570678711
INFO:root:The blob's size is: 23.126087188720703
INFO:root:The blob's size is: 23.50863265991211
INFO:root:The blob's size is: 23.875246047973633
INFO:root:The blob's size is: 24.618030548095703
INFO:root:The blob's size is: 24.74372673034668
INFO:root:The blob's size is: 25.04991912841797
INFO:root:The blob's size is: 25.358325958251953
INFO:root:The blob's size is: 26.713430404663086
INFO:root:The blob's size is: 26.764883041381836
INFO:root:The blob's size is: 26.75979995727539
INFO:root:The blob's size is: 27.360179901123047
INFO:root:The blob's size is: 27.791187286376953
INFO:root:The blob's size is: 28.683940887451172
INFO:root:The blob's size is: 28.50281524658203
INFO:root:The blob's size is: 29.153579711914062
INFO:root:The blob's size is: 29.602258682250977
INFO:root:The blob's size is: 29.920774459838867
INFO:root:The blob's size is: 30.176876068115234
INFO:root:The blob's size is: 31.67424964904785
INFO:root:The blob's size is: 31.917728424072266
INFO:root:The blob's size is: 31.782136917114258
INFO:root:The blob's size is: 33.47321701049805
INFO:root:The blob's size is: 33.84275436401367
INFO:root:The blob's size is: 33.97294235229492
INFO:root:The blob's size is: 34.84956741333008
INFO:root:The blob's size is: 35.813621520996094
INFO:root:The blob's size is: 35.85307693481445
INFO:root:The blob's size is: 36.517356872558594
INFO:root:The blob's size is: 37.487422943115234
INFO:root:The blob's size is: 38.262290954589844
INFO:root:The blob's size is: 39.48828887939453
INFO:root:The blob's size is: 40.088600158691406
INFO:root:The blob's size is: 40.804561614990234
INFO:root:The blob's size is: 41.94334030151367
INFO:root:The blob's size is: 43.29091262817383
INFO:root:The blob's size is: 43.88961410522461
INFO:root:The blob's size is: 44.931427001953125
INFO:root:The blob's size is: 46.16453552246094
INFO:root:The blob's size is: 47.76475143432617
WARNING:root:Lost the ball! Searching again...
INFO:root:The blob's size is: 49.30072784423828
INFO:root:Found the ball! Approaching...
INFO:root:The blob's size is: 50.93611526489258
INFO:root:The blob's size is: 52.52766418457031
INFO:root:The blob's size is: 52.944061279296875
INFO:root:The blob's size is: 55.135929107666016
INFO:root:The blob's size is: 56.20201110839844
INFO:root:The blob's size is: 56.91312026977539
INFO:root:The blob's size is: 57.25864028930664
INFO:root:The blob's size is: 57.76607894897461
INFO:root:The blob's size is: 58.701988220214844
INFO:root:The blob's size is: 60.74474334716797
INFO:root:The blob's size is: 62.440406799316406
INFO:root:The blob's size is: 63.29130554199219
INFO:root:The blob's size is: 64.94720458984375
INFO:root:The blob's size is: 66.30925750732422
INFO:root:The blob's size is: 67.62641143798828
INFO:root:The blob's size is: 69.74684143066406
INFO:root:The blob's size is: 70.968017578125
INFO:root:The blob's size is: 72.8945083618164
INFO:root:The blob's size is: 74.34811401367188
INFO:root:The blob's size is: 76.234130859375
INFO:root:The blob's size is: 77.27703094482422
INFO:root:The blob's size is: 79.99866485595703
INFO:root:The blob's size is: 80.87796020507812
INFO:root:The blob's size is: 83.37240600585938
INFO:root:The blob's size is: 84.57579040527344
INFO:root:The blob's size is: 86.0772705078125
INFO:root:The blob's size is: 87.94841766357422
INFO:root:The blob's size is: 89.76618194580078
INFO:root:The blob's size is: 91.62520599365234
INFO:root:The blob's size is: 93.00887298583984
INFO:root:The blob's size is: 94.70660400390625
INFO:root:The blob's size is: 95.32293701171875
INFO:root:Ready to grab the ball.
INFO:root:The blob's size is: 96.32917022705078
INFO:root:Ball centered and ready to be catched!
