INFO:root:Program started
INFO:root:Setting up the robot!
INFO:root:Odometry was started, PID: 14282
INFO:root:Initial location: 0.0, 0.0, 0.0
INFO:root:holaquetal 0.0,0.0,0.0
INFO:root:-0.001308947096403301, -1.1423008255409205e-05, 0.017453292519943292
INFO:root:-6.759433456113078e-05, 0.0004039278157079526, 0.6283185307179587
INFO:root:-6.759433456113078e-05, 0.0004039278157079526, 1.4660765716752369
INFO:root:-6.759433456113078e-05, 0.0004039278157079526, 2.3736477827122884
INFO:root:-0.001308947096403301, 0.0008192786396713139, -3.0194196059501897
INFO:root:-0.001308947096403301, 0.0008192786396713139, -2.1118483949131384
INFO:root:-0.0011834852997385848, 0.002122249216421951, -1.2217304763960302
INFO:root:-0.0011834852997385848, 0.002122249216421951, -0.3490658503988653
INFO:root:-0.0011834852997385848, 0.002122249216421951, 0.48869219055841284
INFO:root:-0.00038661845258748846, 0.003160746310405236, 1.3439035240356345
INFO:root:-0.0001256464367014699, 0.001878027871610251, 2.199114857512856
INFO:root:-0.0012649393785243192, 0.0025226088044750807, 3.0543261909900776
INFO:root:-3.102455211426375e-05, 0.0029595609614278748, -2.373647782712287
INFO:root:-3.102455211426375e-05, 0.0029595609614278748, -1.5009831567151222
INFO:root:-3.102455211426375e-05, 0.0029595609614278748, -0.6283185307179573
INFO:root:-3.102455211426375e-05, 0.0029595609614278748, 0.2443460952792076
INFO:root:-3.102455211426375e-05, 0.0029595609614278748, 1.0821041362364858
INFO:root:-3.102455211426375e-05, 0.0029595609614278748, 1.9547687622336507
INFO:root:-3.102455211426375e-05, 0.0029595609614278748, 2.792526803190929
INFO:root:-0.0013339951288649007, 0.0028340991647631555, -2.600540585471549
INFO:root:-0.0005925710985021923, 0.0039128778230156135, -1.7453292519943275
INFO:root:-0.0005925710985021923, 0.0039128778230156135, -0.8726646259971627
INFO:root:-0.0005925710985021923, 0.0039128778230156135, 2.220446049250313e-15
INFO:root:0.000607857731743143, 0.004434839133666166, 0.8203047484373371
INFO:root:0.000607857731743143, 0.004434839133666166, 1.692969374434502
