INFO:root:Program started
INFO:root:Setting up the robot!
INFO:root:Odometry was started, PID: 28176
INFO:root:Initial location: 0.0, 0.0, 0.0
INFO:root:holaquetal 0.0,0.0,0.0
INFO:root:Starting the slalom...
INFO:root:Spinning at: 0.0, 0.0, 0.0
INFO:root:0.0, 0.0, 0.0
INFO:root:0.0004886818164176182, -3.184244895864774e-06, -0.013031791748224329
INFO:root:0.00024440866094478094, 2.7856624349019513e-06, -0.0358374273076169
INFO:root:0.0004884821605718886, -8.753014177741747e-06, -0.058643062867009474
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.08144869842640204
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.1075122819228507
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.1270599695451872
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.15312355304163586
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.17918713653808452
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.20525072003453318
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.23131430353098184
INFO:root:0.00024473525318693804, 8.348430745632988e-06, -0.2573778870274305
INFO:root:9.162305685705432e-06, 7.323603113104083e-05, -0.28018352258682305
INFO:root:0.00024296423221985164, 2.23128884493274e-06, -0.3095050540203278
INFO:root:1.1092141738743905e-05, 7.930494150338571e-05, -0.3323106895797204
INFO:root:1.1092141738743905e-05, 7.930494150338571e-05, -0.35837427307616904
INFO:root:1.1092141738743905e-05, 7.930494150338571e-05, -0.3844378565726177
INFO:root:1.1092141738743905e-05, 7.930494150338571e-05, -0.41050144006906636
INFO:root:1.1092141738743905e-05, 7.930494150338571e-05, -0.436565023565515
INFO:root:0.00023132840289922377, -2.6529852152801776e-05, -0.4593706591249076
INFO:root:1.3925063580287519e-05, 8.500849251471782e-05, -0.48869219055841234
INFO:root:0.00022834780507172047, -3.2157638297445603e-05, -0.5114978261178049
INFO:root:0.00022834780507172047, -3.2157638297445603e-05, -0.5375614096142536
INFO:root:0.00022834780507172047, -3.2157638297445603e-05, -0.5636249931107022
