INFO:root:Program started
INFO:root:Robot set up!
ERROR:root:get_sensor error: Sensor not configured or not supported.
INFO:root:Odometry was started, PID: 4771:
INFO:root:Initial location: 0.0, 0.0, 0.0
INFO:root:The blob's size is: 18.575746536254883
INFO:root:Found the ball! Approaching...
INFO:root:The blob's size is: 17.970216751098633
INFO:root:The blob's size is: 18.03385353088379
INFO:root:The blob's size is: 17.860580444335938
INFO:root:The blob's size is: 18.084659576416016
INFO:root:The blob's size is: 17.195636749267578
INFO:root:The blob's size is: 18.041893005371094
INFO:root:The blob's size is: 18.59937286376953
INFO:root:The blob's size is: 18.639738082885742
INFO:root:The blob's size is: 17.676959991455078
INFO:root:The blob's size is: 18.33685302734375
INFO:root:The blob's size is: 18.979034423828125
INFO:root:The blob's size is: 18.850255966186523
INFO:root:The blob's size is: 19.573333740234375
INFO:root:The blob's size is: 19.78250503540039
INFO:root:The blob's size is: 20.47352409362793
INFO:root:The blob's size is: 20.301895141601562
INFO:root:The blob's size is: 20.787599563598633
INFO:root:The blob's size is: 21.46952247619629
INFO:root:The blob's size is: 21.684188842773438
INFO:root:The blob's size is: 21.576274871826172
INFO:root:The blob's size is: 22.805259704589844
INFO:root:The blob's size is: 22.975160598754883
INFO:root:The blob's size is: 23.39992904663086
INFO:root:The blob's size is: 23.564830780029297
INFO:root:The blob's size is: 24.05219078063965
INFO:root:The blob's size is: 25.11811065673828
INFO:root:The blob's size is: 25.307308197021484
INFO:root:The blob's size is: 25.438758850097656
INFO:root:The blob's size is: 25.687538146972656
INFO:root:The blob's size is: 26.26565170288086
INFO:root:The blob's size is: 26.79766082763672
INFO:root:The blob's size is: 27.420820236206055
INFO:root:The blob's size is: 28.08289909362793
INFO:root:The blob's size is: 28.974109649658203
INFO:root:The blob's size is: 29.57703399658203
INFO:root:The blob's size is: 29.80270767211914
INFO:root:The blob's size is: 30.14763069152832
INFO:root:The blob's size is: 31.064868927001953
INFO:root:The blob's size is: 31.963844299316406
INFO:root:The blob's size is: 32.872039794921875
INFO:root:The blob's size is: 33.1757926940918
INFO:root:The blob's size is: 33.85688018798828
INFO:root:The blob's size is: 34.446231842041016
INFO:root:The blob's size is: 35.167396545410156
INFO:root:The blob's size is: 36.19232940673828
INFO:root:The blob's size is: 36.991905212402344
INFO:root:The blob's size is: 37.10393524169922
INFO:root:The blob's size is: 38.61469650268555
INFO:root:The blob's size is: 39.593387603759766
INFO:root:The blob's size is: 40.17363739013672
INFO:root:The blob's size is: 41.65591049194336
INFO:root:The blob's size is: 42.3596076965332
INFO:root:The blob's size is: 43.44792175292969
INFO:root:The blob's size is: 44.2535514831543
INFO:root:The blob's size is: 45.8435173034668
INFO:root:The blob's size is: 46.717952728271484
INFO:root:The blob's size is: 47.72573471069336
INFO:root:The blob's size is: 49.00658416748047
INFO:root:The blob's size is: 49.95201110839844
INFO:root:The blob's size is: 51.7027587890625
INFO:root:The blob's size is: 52.6263427734375
INFO:root:The blob's size is: 54.834556579589844
INFO:root:The blob's size is: 56.46583557128906
INFO:root:The blob's size is: 57.06400680541992
INFO:root:The blob's size is: 59.82139587402344
INFO:root:The blob's size is: 61.22795486450195
INFO:root:The blob's size is: 62.682430267333984
INFO:root:The blob's size is: 64.12445068359375
INFO:root:The blob's size is: 66.75369262695312
INFO:root:The blob's size is: 67.40447235107422
INFO:root:The blob's size is: 70.33760070800781
INFO:root:The blob's size is: 70.56417846679688
INFO:root:The blob's size is: 72.88037872314453
INFO:root:The blob's size is: 75.59161376953125
INFO:root:The blob's size is: 77.50582122802734
INFO:root:The blob's size is: 78.763671875
INFO:root:The blob's size is: 81.07022094726562
INFO:root:The blob's size is: 83.02994537353516
WARNING:root:Lost the ball! Searching again...
INFO:root:The blob's size is: 91.42533874511719
INFO:root:Found the ball! Approaching...
WARNING:root:Lost the ball! Searching again...
INFO:root:The blob's size is: 93.85700225830078
INFO:root:Found the ball! Approaching...
INFO:root:The blob's size is: 96.3677749633789
INFO:root:The blob's size is: 96.28189849853516
INFO:root:The blob's size is: 100.72234344482422
INFO:root:Ready to grab the ball.
INFO:root:The blob's size is: 103.45703887939453
INFO:root:The blob's size is: 104.82764434814453
