INFO:root:Program started
INFO:root:Setting up the robot!
INFO:root:Odometry was started, PID: 4781
INFO:root:Initial location: 0.0, 0.0, 0.0
INFO:root:7.962244338659666e-05, -7.583226160733389e-05, -1.5220434630225235
INFO:root:5.089658329246536e-07, -0.00016893065707638316, -3.0282858785503244
INFO:root:0.00012136097804180865, -0.0001510129363895166, -2.9605205614595578
INFO:root:2.7861057337291283e-06, -0.00018044511651045504, -2.8360669502640157
INFO:root:-0.00021255410725436232, -0.00026711903448070704, -2.68180311544441
INFO:root:-0.00011838346460046865, -0.00021035500138326832, -2.516462257638814
INFO:root:-2.5563642521710193e-05, -0.00013091487173321875, -2.350958502436365
INFO:root:-0.00010417987100321742, -0.00022443354467553643, -2.188712695170972
INFO:root:-0.00010417987100321742, -0.00022443354467553643, -2.028095861874107
INFO:root:-1.8393667169414534e-05, -8.738151544723842e-06, -1.8705740791174457
INFO:root:-1.8393667169414534e-05, -8.738151544723842e-06, -1.7161473469009874
INFO:root:-2.681108671284498e-05, -0.00013062088460309685, -1.563349588653057
INFO:root:-2.681108671284498e-05, -0.00013062088460309685, -1.4089228564365988
INFO:root:-2.681108671284498e-05, -0.00013062088460309685, -1.2512381762830844
INFO:root:-7.411572985353692e-05, -1.7977534569104512e-05, -1.095182470098098
INFO:root:-0.00013850519038757295, 8.585045270641069e-05, -0.9361946107697613
INFO:root:-5.8339585895314535e-05, -6.343524460970099e-06, -0.7739488035043685
INFO:root:3.542378264871244e-05, -8.466774988852032e-05, -0.6178930973193821
INFO:root:0.0001297367913114287, -0.0001411949273195642, -0.46200028853124864
INFO:root:0.0001297367913114287, -0.0001411949273195642, -0.30431560837773425
INFO:root:1.0723233892774627e-05, -0.00011359009585647668, -0.15151785012980395
INFO:root:0.00013256651513314613, -0.00012256051313375377, 0.0045378560551823655
INFO:root:0.00013256651513314613, -0.00012256051313375377, 0.16222253620869675
INFO:root:0.00013256651513314613, -0.00012256051313375377, 0.31990721636221114
INFO:root:3.1268428196708735e-05, -0.00016532688981394817, 0.4790579730874008
INFO:root:-6.197187172076932e-05, -0.00022360649055582909, 0.6382087298125905
INFO:root:2.0971638828318572e-05, -0.00015142173143641626, 0.794101538600724
INFO:root:2.0971638828318572e-05, -0.00015142173143641626, 0.9485282708171823
INFO:root:-4.228568229651321e-05, -0.00025594333156604807, 1.1045839770021686
INFO:root:-8.852923323103394e-05, -0.0003690264318353417, 1.260639683187155
INFO:root:-8.852923323103394e-05, -0.0003690264318353417, 1.4183243633406692
INFO:root:-8.852923323103394e-05, -0.0003690264318353417, 1.5760090434941836
INFO:root:-0.00010799902438159744, -0.00013771559633768497, 1.733530826250845
INFO:root:-0.00010799902438159744, -0.00013771559633768497, 1.8912155064043594
INFO:root:-6.043237658623919e-05, -0.0002502485585623642, 2.0502033657326963
INFO:root:-0.00011859259060811332, -0.00015693374250261885, 2.20609617452083
INFO:root:-0.00019053577177686136, -7.378060621387142e-05, 2.3619889833089633
INFO:root:-0.0001811980981750565, -8.16590824245141e-05, 2.519510766065625
INFO:root:-7.666472333913448e-05, -0.00014489694382859193, 2.6755664722506114
INFO:root:-7.666472333913448e-05, -0.00014489694382859193, 2.82999320446707
INFO:root:-7.666472333913448e-05, -0.00014489694382859193, 2.984419936683528
INFO:root:4.512588353927165e-05, -0.00015455622153131204, 3.1404756428685143
INFO:root:0.0001547433718521231, -0.00014593812154835824, -2.9835589075858824
INFO:root:0.0002734861281830745, -0.00011719074969496909, -2.8245710482575457
INFO:root:0.0002734861281830745, -0.00011719074969496909, -2.666886368104031
INFO:root:7.601250581491253e-05, -0.00023920691196401906, -2.5093645853473694
INFO:root:7.601250581491253e-05, -0.00023920691196401906, -2.3520056999875605
INFO:root:7.601250581491253e-05, -0.00023920691196401906, -2.1946468146277516
INFO:root:1.8924475370181435e-05, -0.00033318149454503274, -2.038754005839618
INFO:root:1.8924475370181435e-05, -0.00033318149454503274, -1.8843272736231598
INFO:root:-9.582433291639893e-06, -0.00045198220888672055, -1.7282715674381735
INFO:root:-9.582433291639893e-06, -0.00045198220888672055, -1.5705868872846591
INFO:root:-9.582433291639893e-06, -0.00045198220888672055, -1.4132280019248504
INFO:root:-9.582433291639893e-06, -0.00045198220888672055, -1.2558691165650417
INFO:root:-5.1678403819926786e-05, -0.00035040369414754993, -1.0999763077769082
INFO:root:-5.1678403819926786e-05, -0.00035040369414754993, -0.9426174224170994
INFO:root:-0.00012316382784344513, -0.00026685670411492164, -0.7834666656919098
INFO:root:-0.00021617748149363008, -0.0001876436129986663, -0.6274109595069235
INFO:root:-0.00021617748149363008, -0.0001876436129986663, -0.4729842272904652
INFO:root:-0.00010334133087554688, -0.00023448650662450857, -0.3139963679621284
INFO:root:3.565265432950722e-06, -0.00026020119225482946, -0.15810355917399485
INFO:root:0.00012534523473130708, -0.00026999367137097314, -0.0023736477827141222
INFO:root:0.00012534523473130708, -0.00026999367137097314, 0.15498523757709465
INFO:root:0.00012534523473130708, -0.00026999367137097314, 0.3123441229369034
INFO:root:0.00012534523473130708, -0.00026999367137097314, 0.4697030082967122
INFO:root:0.00022965575126122887, -0.00020638887822761292, 0.6254329196879929
INFO:root:0.00022965575126122887, -0.00020638887822761292, 0.7827918050478017
INFO:root:7.081005495969167e-05, -0.00039205809766011527, 0.9434086383446665
INFO:root:7.081005495969167e-05, -0.00039205809766011527, 1.1007675237044752
INFO:root:2.3951406891765257e-05, -0.0005048877066765209, 1.2535652819524055
INFO:root:2.3951406891765257e-05, -0.0005048877066765209, 1.4079920141688638
INFO:root:3.42964032585217e-05, -0.0003831534279390982, 1.56404772035385
INFO:root:4.299743375312099e-05, -0.0005050162427674156, 1.7201034265388364
INFO:root:7.070749811638005e-05, -0.0006240053426990177, 1.8790912858671733
INFO:root:7.070749811638005e-05, -0.0006240053426990177, 2.0364501712269822
INFO:root:-5.5792549856491865e-05, -0.00041495331056095, 2.1934832617930855
INFO:root:-0.00013468699278766048, -0.00032166922593699444, 2.3521453263277166
INFO:root:4.097510088546565e-05, -0.0004734144210254873, 2.5060833663536166
INFO:root:0.00024821945624861836, -0.0006028547217370747, 2.660510098570075
INFO:root:0.00013575857293528752, -0.0005551179089618787, 2.8198237526921175
INFO:root:-8.964063007103537e-05, -0.0004996293996091757, 2.9806034833858353
INFO:root:-8.964063007103537e-05, -0.0004996293996091757, 3.13828816353935
INFO:root:0.00014185304782831542, -0.0004824697819356132, -2.9903075140269255
INFO:root:0.00014185304782831542, -0.0004824697819356132, -2.8358807818104674
INFO:root:2.856552323619631e-05, -0.0005282102491538078, -2.679825075625481
INFO:root:0.00013336725433643642, -0.0004654181260176875, -2.523769369440495
INFO:root:0.00013336725433643642, -0.0004654181260176875, -2.3660846892869802
INFO:root:0.00013336725433643642, -0.0004654181260176875, -2.2054678559901153
INFO:root:0.00019131668152900578, -0.0003719722631911963, -2.0463170992649258
INFO:root:0.00019131668152900578, -0.0003719722631911963, -1.8918903670484675
INFO:root:0.00016171896839708007, -0.000490505924852806, -1.7390926088005372
INFO:root:0.00015070557047095888, -0.0006121815536190863, -1.5830369026155509
INFO:root:0.00015070557047095888, -0.0006121815536190863, -1.4253522224620365
INFO:root:0.0001777811428885825, -0.0007313166321971724, -1.2692965162770502
INFO:root:0.00021867574475283806, -0.0008333847316685466, -1.1101457595518607
INFO:root:0.00016212223236573167, -0.0007390875120487947, -0.950995002826671
INFO:root:8.36192278903171e-05, -0.0006454737744998549, -0.7949392966416847
INFO:root:8.36192278903171e-05, -0.0006454737744998549, -0.6372546164881703
INFO:root:-9.581720188716106e-06, -0.0005871312628252307, -0.4813618077000368
INFO:root:Odometry was stopped
DEBUG:matplotlib.axes._base:update_title_pos
DEBUG:matplotlib.font_manager:findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to DejaVu Sans ('/home/pi/.local/lib/python3.5/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000.
DEBUG:matplotlib.axes._base:update_title_pos
